"Hour","Temp_degC","Relative_humidity_p","Solar_radiation_wattsperm2","Rainfall_mm","Date","Station","Latitude","Longitude","Data_source"
"21","-7.8","49","0","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"22","-7.3","50","0","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"23","-6.4","49","0","0.0",2015-01-08,"DCHI",39.73,-75.52,"DEOS"
"0","-6.1","51","0","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"1","-5.6","50","0","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"2","-5.2","49","0","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"3","-4.7","46","0","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"4","-4.3","44","0","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"5","-4.0","46","0","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"6","-3.7","51","0","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"7","-3.7","54","1","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"8","-3.6","51","23","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"9","-3.0","50","104","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"10","-2.0","45","289","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"11","-0.6","37","425","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"12","0.5","35","523","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"13","0.8","35","366","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"14","1.0","37","282","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"15","0.8","37","151","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"16","0.2","36","19","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"17","-0.7","39","0","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"18","-1.4","41","0","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"19","-2.0","44","0","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"20","-2.8","44","0","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"21","-3.6","45","0","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"22","-4.8","49","0","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"23","-5.0","48","0","0.0",2015-01-09,"DCHI",39.73,-75.52,"DEOS"
"0","-5.4","45","0","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"1","-6.0","45","0","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"2","-6.3","41","0","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"3","-7.2","39","0","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"4","-8.0","34","0","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"5","-8.6","36","0","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"6","-9.3","41","0","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"7","-10.0","44","18","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"8","-9.7","44","152","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"9","-9.3","39","301","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"10","-8.8","38","416","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"11","-8.4","39","482","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"12","-8.1","37","493","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"13","-7.3","36","445","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"14","-6.8","35","346","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"15","-6.6","34","208","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"16","-7.1","36","41","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"17","-7.7","40","0","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"18","-8.2","44","0","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"19","-8.9","49","0","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"20","-9.1","49","0","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"21","-9.5","52","0","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"22","-10.4","61","0","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"23","-10.2","62","0","0.0",2015-01-10,"DCHI",39.73,-75.52,"DEOS"
"0","-10.5","68","0","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"1","-10.6","70","0","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"2","-10.5","66","0","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"3","-10.4","69","0","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"4","-10.2","69","0","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"5","-9.9","63","0","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"6","-9.9","63","0","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"7","-9.6","70","27","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"8","-6.6","62","146","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"9","-4.6","56","232","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"10","-3.0","59","407","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"11","-1.0","57","456","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"12","1.0","47","489","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"13","2.2","38","421","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"14","3.0","35","327","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"15","3.1","38","150","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"16","2.1","44","28","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"17","0.8","48","0","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"18","0.8","54","0","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"19","0.1","63","0","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"20","-0.9","72","0","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"21","-0.6","77","0","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"22","0.2","77","0","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"23","0.2","74","0","0.0",2015-01-11,"DCHI",39.73,-75.52,"DEOS"
"0","0.4","67","0","0.0",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"1","0.4","65","0","0.0",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"2","0.2","68","0","0.0",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"3","0.3","69","0","0.3",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"4","0.1","78","0","0.5",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"5","0.1","82","0","0.3",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"6","0.1","86","0","0.3",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"7","-0.0","92","1","2.0",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"8","0.0","94","11","1.8",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"9","0.3","95","24","0.3",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"10","0.4","95","30","0.5",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"11","0.7","96","35","2.0",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"12","1.0","96","38","2.0",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"13","1.0","96","46","2.3",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"14","1.3","96","43","1.5",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"15","1.7","96","26","0.8",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"16","2.1","96","6","0.3",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"17","2.2","96","0","0.3",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"18","2.5","94","0","0.0",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"19","2.7","93","0","0.0",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"20","2.7","92","0","0.5",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"21","2.9","91","0","0.8",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"22","2.8","90","0","0.3",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"23","2.7","87","0","0.0",2015-01-12,"DCHI",39.73,-75.52,"DEOS"
"0","2.5","78","0","0.0",2015-01-13,"DCHI",39.73,-75.52,"DEOS"
"1","1.9","72","0","0.0",2015-01-13,"DCHI",39.73,-75.52,"DEOS"
"2","1.6","72","0","0.0",2015-01-13,"DCHI",39.73,-75.52,"DEOS"
"3","1.4","68","0","0.0",2015-01-13,"DCHI",39.73,-75.52,"DEOS"
"4","0.9","67","0","0.0",2015-01-13,"DCHI",39.73,-75.52,"DEOS"
"5","0.4","64","0","0.0",2015-01-13,"DCHI",39.73,-75.52,"DEOS"
"6","-1.3","61","0","0.0",2015-01-13,"DCHI",39.73,-75.52,"DEOS"
"7","-2.8","54","15","0.0",2015-01-13,"DCHI",39.73,-75.52,"DEOS"
"8","-3.0","48","151","0.0",2015-01-13,"DCHI",39.73,-75.52,"DEOS"
"9","-2.9","43","281","0.0",2015-01-13,"DCHI",39.73,-75.52,"DEOS"
"10","-2.6","44","416","0.0",2015-01-13,"DCHI",39.73,-75.52,"DEOS"
"11","-2.3","45","485","0.0",2015-01-13,"DCHI",39.73,-75.52,"DEOS"
"12","-1.8","45","495","0.0",2015-01-13,"DCHI",39.73,-75.52,"DEOS"
"13","-1.3","40","442","0.0",2015-01-13,"DCHI",39.73,-75.52,"DEOS"
